Date Info,Country Info,Name,Review Title,Content,Rating,Link,Product Title
" November 21, 2022",Reviewed in the United States ,Connor,Expensive for a used SE. But it is basically brand new,Battery life according to the battery health settings menu says more that 90%. That’s pretty good for a phone that is 2 years old. THIS IS THE 2nd GEN SE NOT THE 3 GEN. There is no 5g capabilities. But maybe that is what makes the battery last longer. Phone came in perfect condition. I think there were a few tiny scrapes around the camera housing but all glass were unmarked.,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 17, 2022",Reviewed in the United States ,Timothy,Phone is in great condition,"I love the phone and the quality of the phone far exceeds expectation. However I received a phone that has a battery that needs replaced and states it is in significant degrade, I messaged the seller to see what we can do about this just waiting for a reply. Update- Received new phone in excellent condition no marks or anything and the battery on this one was in good condition at 96%.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 21, 2022",Reviewed in the United States ,t robertson,"The phone works fantastic,  I am very pleased.","I have an iPod 6th generation and after reviewing comments, many had mentioned the 7th generation was the last. Some suggested to buy an unlocked iPhone to transfer the files. I have, and the iPhone is fantastic. The battery life is longer, and I can upload the most current IOS version on this phone. Thank you so much for this item, I can enjoy my music.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 23, 2022",Reviewed in the United States ,Ray D,I Phone SE 2cd generation good value for the money.  Paid $171.00,Had old I phone 6. Battery life very short. Dropping calls etc. Purchased I Phone SE 2cd for $171. and so far after one week has been perfect. Easier to switch just inserted sim card from old I Phone and followed set up instructions on phone. It was a snap for this Senior Citizen.,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 23, 2022",Reviewed in the United States ,Anthony,Phone is in great shape.,I ordered this phone because my old iPhone SE had a cracked screen and poor battery life. It was cheaper for me to buy this phone rather than fix my old phone. Phone arrived early. It’s in excellent condition. Not a scratch on it. Battery health is 93%. Easy setup. Very satisfied.,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 23, 2022",Reviewed in the United States ,geekgirl,Pleasantly Surprised,"86% battery life, so not as good as some here, but still pretty good. Mom will be the (very light) user of this phone so that will be just fine. Couldn't tell it wasn't new except for the battery capacity! No scratches or anything. Shocked and satisfied. Activated unlocked phone on mint mobile no problem.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 29, 2022",Reviewed in the United States ,Erin,Great deal on refurbished iPhone Se 2020 256gb red!,"Great looking iPhone SE 2020 red 256g - got a great deal on it! Good battery life. Came with a generic charger & cable. Expired warranty but can update. Very happy with it, works very well so far.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" December 1, 2022",Reviewed in the United States ,Frans,Not bad,"Cosmetic wise, phone is nice and clean super clean, touch screen doesn’t respond well in the corners, battery kind of week. But overall I like the phone. With love from Namibia, Africa.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" December 4, 2022",Reviewed in the United States ,Jesse Skelly,Stand up seller,Phone was in perfect physical condition but battery max was at 79% max. They refunded me the difference to lower tier phone with no hassle. A nice experience.,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" December 2, 2022",Reviewed in the United States ,Aaron,Me gustó,"No me agrado que sólo tenga el 86% de batería, fuera de eso esta excelente!!!!",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)"
" November 27, 2022",Reviewed in the United States ,Miguel Demeneghi,Estética menos de lo esperado,"Compré este iPhone y funciona bien aunque tengo que decir que tuvo varios puntos en contra y es que al comprarlo me decidí por el reacondicionado en excelente estado y al recibirlo me encontré con que tiene 2 golpes el las esquinas, los aros que rodean a las lentes tienen raspones (pero las lentes están en excelente estado) y en la parte de atrás trae otro ratón mas. El reacondicionado excelente dice que golpes o ratones no se distinguen a un brazo de distancia pero si se notan y mucho en especial los de la esquina. Otro de los puntos en contra es que al pasar mis apps y archivos de mi antiguo iPhone me marcaba un error y me hizo restaurarlo 3 veces por lo que decidí iniciarlo como un iPhone nuevo y después descargar Lemus apps y documentos por iCloud. Hasta ahora el celular no ha teñido problemas de red, sistema y batería y con las fundas parecería nuevo así que decidí quedármelo a menos que en lo que resta de garantía me falle.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" December 3, 2022",Reviewed in the United States ,Lavienrose30,Great renewed iphone from Olympicwireless,"I got this renewed in excellent condition from Olympicwireless and it came the next day by Amazon shipping and this phone looked close to new as possible. Battery life was at 88% which is reasonable since its a few years old. Physicially I was very impressed and the phone worked fine as should be. Really happy. As for the iphone 12 , it is definitely faster from iphone 11 which I had a hand me down from a family member. I have used many android and previous versions of iphone and I must say iphone is easier to use in my opinion. Also a lot of reviews on Amazon don't mention the seller when it comes to renewed/refurbished and the listed condition that was bough but this makes a big difference for others looking for reviewed so would be great for others to mention this.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" October 17, 2022",Reviewed in the United States ,Bobby,"Got one with 100% Battery Health, minor scratching on back","I believe I got lucky and got what feels like a brand new iPhone 12. I know the phone is old and I really am under the impression I got a brand new one that was sitting around for a while. Everything works fine and I’m really happy that when checking the battery health, it said 100%! I checked under direct light for scratches and scuffs. There was some minor scratches; very thin which looks like finger nail scratches. But from arm lengths distance, I couldn’t make out where the scratches were and I’m happy with it. My Samsung Galaxy S10e of 2.5 years malfunctioned recently and I needed a new phone but I didn’t want to break the bank.. I did a lot of research prior to purchase on which older model was more “bang for your buck.” I found that the iPhone 12 in 2022 was a worthy purchase considering it has a great camera, pretty display and the potential to see several more years of support from Apple (support being firmware updates which tend to include new features to your phone’s software). Nothing is guaranteed but a lot of people mentioned much older iPhones are still receiving updates. I do have a case on it but I don’t prefer any screen protectors because I want the most out of the display. If I break it, my carrier will fix it for a low cost.. From now on, I’m going to buy older models of phones to save money and hope I get a quality phone like this one!",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 4, 2022",Reviewed in the United States ,TheRobotech,Not overly impressed,I believe face recognition is faulty. My phone and sites can be accessed by others than myself😵‍💫. I went from iPhone 8+ to iPhone 12 simply for the 5G network. I was more comfortable with the finger print more so than face recognition.. I feel the battery life is very short even though I may not use it for hours and hours however it prompts me of status and I have to recharge come bedtime. I am not routinely on my phone much if at all during the day.. It took some learning but finally managed to fix where I can open my phone with passcode rather than ‘swipe up’ which as stated anyone could do and use my phone with the faulty face recognition 😬.,4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" December 2, 2022",Reviewed in the United States ,Vanessa,So happy with this,"So so happy with this purchase. I got this on a black friday sale so it was at a great discount. My old phone had become an absolute nightmare even though I'd only had it for 3 years because of poor storage (just 32 Gb), so every time I open ""iphone storage"" in my settings and see 256 GB, I get pretty giddy lol. Storage was really the most important factor for me when purchasing this, so I'm happy with my purchase.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 22, 2022",Reviewed in the United States ,Andrew,100% brand new condition,"Unfortunately I dropped the phone without a case and dented it a little bit on the first day I got it, so I couldn’t get any pictures of the pristine condition it came in. I didn’t see a single scratch or dent anywhere on it when I pulled it out of the box. The speaker and microphone grills were completely clean and shiny, the battery health is at 100%, and it came with a screen protector already installed with no air bubbles! It didn’t come with a charger but I don’t think apple includes one with a new iPhone anyway. Long story short Im extremely satisfied with my purchase.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 24, 2022",Reviewed in the United States ,sheila dunn,Phone looks ‘almost’ brand new ( Used - Good ),"The product packaging was surprisingly good, the exterior of the phone seems to be in Very Good condition, practically untouched apart from a few scratches above the front camera in the notch. I bought a Used - Good phone, and it came with 85% battery. And yes it is a legit, Unlocked, Apple Certified smart phone. Would have loved to see a biggger battery capacity, but you get what you pay for and overall I’m immensely satisfied.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 30, 2022",Reviewed in the United States ,Anelus Camil,Setup Problem,I received my iPhone 12 in good condition but I could not even set up the phone. Once I choose my country and region it freezes. After searching up some YouTube videos I fixed the problem,4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" December 3, 2022",Reviewed in the United States ,Danna,Great condition,My first I-Phone. I thought I would take a chance and purchase refurbished. I was pleasantly impressed. Works great. Nothing wrong with it. Thanks. No regrets.,4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 23, 2022",Reviewed in the United States ,Dee,I love it ❤️,I got my phone like today and I love it so much. I got the black 128gb the battery health is 91% not that bad if you ask me … I love my phone so far and I would purchase this again if I have to.. I recommend this to anyone.. there was no scratches and charges well.. thanks seller,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" December 1, 2022",Reviewed in the United States ,Trista,Just like new!,"It’s in beautiful condition and everything seems to work great so far. It’s only the first day I’ve had it, but so far I’m very happy with my purchase! I got it within a couple days after ordering too, which was a plus.",5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" October 27, 2022",Reviewed in the United States ,Aidan,Almost Perfect,"The Phone Came in Perfect Cosmetic Condition. the plastic wrapped in was a bit dirty and the sticker on the camera left a little residue on the phone, which was easily cleaned off. I thought the Renwewd Prenuim meant that the Battery health would be at least 90% or more, but it was 88% the phone. other than that little difference I would repurchase them. bought the phone for a customer. he was pretty happy with it",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" August 3, 2022",Reviewed in the United States ,kyle robert davis,"First one had an issue, but second one worked fine.","I ordered the iPhone 12 and not a scratch on it. I checked out all the lenses, flash, speakers and everything else, but I forgot to make a phone call because I had to go to att and get a new sim since I was transferring from a 6s +. The headphone speaker was messed up as I found out like 9 days later when I could only talk on speaker during calls. Battery health was at 82% but it EASILY lasts a full day plus, even with heavy use.. I ordered a new one before I sent the first one back and there were a few scratches on the top right, but my case covers it up now. Phone had no issues besides a little dust/dirt in the speaker and mic holes, but you can use a wooden toothpicks to gently clean those out. Got everything switched over and sent the other phone back. Battery health on this one was 88%.. Overall, purchase was great - just make sure to double-check everything before the 90 days is up so you can replace it if needed. It feels better in my hand with a case and I added a glass screen protector.. CHECKLIST: Proximity sensor while on a call, open up a white board website and make sure the whole screen functions correctly by coloring every inch, ear speaker and bottom speaker, mic, connectivity to your phone service and to your wireless, silent/sound rocker on the left side halfway up, make sure all the buttons press in cleanly and make sure there, check the flash by using flashlight or taking photos and be sure to shine a light on the camera lenses to make sure there are no scratches. Front facing and the two back cameras ..... Overall great purchase.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" October 30, 2022",Reviewed in the United States ,rene,Todo llegó bien asta después de un mes,El teléfono estaba bien la verdad se miraba impecable llegó rápido .pero al mes dejaron de funcionar las cámaras y el flash así que lo devolví fue dentro de lo que cabe fácil la devolución y me renbolsaron mi dinero .pero es muy recomendable a mi parecer comprar así .la verdad muy contento es bueno tener la confianza de que no vas a perder tu dinero,4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 17, 2022",Reviewed in the United States ,maxwell m.,I would used them again,"Order 3 phones (2 iPhone 12 and 1 iPhone XR) They were in good condition , Only problem was one of the iPhone 12 had an ear speaker problem. Everything else was good.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 9, 2022",Reviewed in the United States ,Manny,Solid phone,"I switched from a Samsung S20. There are some features I miss from that phone, but this phone arguably has better face recognition and battery life. It feels great in your hands and the cameras and iOS environment are solid. Not much to complain about honestly.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 28, 2022",Reviewed in the United States ,Joshua,Seems new to me!,Just had bought the iPhone 12 renewed premium and this phone seems new to me. I couldn’t find any flaw it had 100% and it works just as new I’m very happy with this iPhone 12,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 30, 2022",Reviewed in the United States ,James P. Scott,Great Phone,It showed up faster than expected. It set up faster than expected. It runs twice as fast as my XR. It cost half as much as a new one.. What’s not to like?,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" November 22, 2022",Reviewed in the United States ,Kristen Borman,Best deal ever,This is the second iPhone I have purchased through Amazon renewed and they both were basically brand new at a fraction of the cost I would have paid at the store. Love love love my new phone. I even purchased a third one for my husband for Christmas ❤️,5.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
" October 23, 2022",Reviewed in the United States ,Sulle,Lower Quality than I believed,"The “good” quality isn’t so good in my opinion. The phone has a ton of faded paint marks around the sides top and bottom of the phone. I’m not sure if every good quality iPhone is sold like this, but the quality was definitely more deteriorated than I expected. At the same time, the price mark is definitely better than a brand new one.",4.0 out of 5 stars,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=cm_cr_arp_d_product_top?ie=UTF8,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)"
